name,runtime,cast,genre,country_codes,language_codes,certificates,Budget,OWUS,CWG,rating,votes,original_air_date,title,director,writer1,writer2,producer1,producer2,production_company1,production_company2,composers,editors,cinematographers,set_decorators,assistant_directors,visual_effects,id,fid
Stiletto,99,"['Stana Katic', 'Tom Berenger', 'Paul Sloan', 'Michael Biehn', 'William Forsythe', 'Kelly Hu', 'Amanda Brooks', 'Diane Venora', 'Tony Lip', 'James Russo', 'Tom Sizemore', 'Dominique Swain', 'D.B. Sweeney', 'David Proval', 'Efrain Figueroa', 'Jesse Corti', 'Robert R. Shafer', 'Christopher Allen Nelson', 'Michelle Lombardo', 'Bar Paly', 'Warren Ostergard', 'Gary Private', 'Colleen Porch', 'Avrielle Corti', 'Jesse David Corti', 'Mio Dzakula', 'Casey Pieretti', 'Michelle Lee', 'Susan Han', 'Garret Sato', 'Kaleti Williams', 'Lorena Bernal', 'Fernando Vargas', 'Joe Ordaz', 'Ben Hernandez Bray', 'Erica Franco', 'Karen McDougal', 'Bonnie-Jill Laflin', 'Nick Chandler', 'Mark De Alessandro', 'Peewee Piemonte', 'Mario Perez', 'Rene Moran', 'Jacqueline Lord', 'Steven Schub', 'Herman Wilkins', 'Brian Hayes Currie', 'R.A. Mihailoff', 'Andrew Bryniarski', 'Patricia Skeriotis', 'Katrina Law', 'Noelle Kenney', 'Jennifer Sparks', 'Dwyer Kilcollin', 'Dakota Ferreiro', 'Jarrod Bunch', 'Timon Kyle Durrett', 'Adrienne Janic', 'Noelle Bonhomme', 'Nicole Spruill', 'Frida Farrell', 'Tasha Tae', 'Kimberly Burke', 'Kass Connors', 'Peter Cordova', 'David Bacon', 'Alina Andrei', 'Gabrielle Tuite', 'Scott Whyte', 'Brie Gabrielle', 'Pinky Jones', 'Kavi Raz', 'Sala Baker', 'Tom Harper', 'Yodi Joseph', 'Jackson Lee', 'Ana Therese Lopez', 'Warren Tatoy', 'Ella Thomas', 'Yana Yanezic']","['Action', 'Crime', 'Drama', 'Thriller']",['us'],"['en', 'ru', 'es']",R,4000000.0,,,4.9,2456.0,,Stiletto,Nick Vallelonga,Paul Sloan,,Leo Amari,Jesse Corti,TinRes Entertainment,Vallelonga Productions,Cliff Martinez,Richard Halsey,Jeffrey C. Mygatt,,Mike Currie,Maija Beeton,tt1027747,1027747.0
Pretty Ugly People,99,"['Missi Pyle', 'Melissa McCarthy', 'Larry Sullivan', 'Phill Lewis', 'Josh Hopkins', 'Jack Noseworthy', 'Octavia Spencer', 'Philip Littell', 'William Sanderson', 'Allison Janney', 'Stacy Yutuc', 'Allison Mackie', 'Amy Landers', 'Drew Matthews', 'Sean Daly', 'Brutus the Bear', 'Ben Falcone', 'Tate Taylor', 'Hayden Kiely', 'Wyatt Earp', 'Kurt Kelly']","['Comedy', 'Drama']",['us'],['en'],R,,,,5.0,1785.0,,Pretty Ugly People,Tate Taylor,Tate Taylor,,Brunson Green,Sonya Lunsford,Harbinger Pictures,Plump Pictures,Lucian Piane,Justin C. Green,J.P. Lipa,Jennifer Carpenter,Bobby Bastarache,Jamison Goei,tt0874425,874425.0
Smart People,95,"['Dennis Quaid', 'Sarah Jessica Parker', 'Thomas Haden Church', 'Ellen Page', 'Ashton Holmes', 'Christine Lahti', 'Camille Mana', 'David Denman', 'Don Wadsworth', 'Robert Haley', 'Patrick Sebes', 'Kevin James Doyle', 'Paul Huber', 'Iva Jean Saraceni', 'Richard John Walters', 'Scott A. Martin', 'Jane Mowder', 'Adam Kroloff', 'Patrick Jordan', 'Amanda Jane Cooper', 'Kiley Caughey', 'Christy Harst', 'Rick Warner', 'Barret Hackney', 'José A. Rivas', 'Zilda Alvez', 'Tony Amen', 'Elysia Annacini', 'Stephanie Bankosh', 'Aaron Bernard', 'Neil Booker', 'Will Guffey', 'John W. Iwanonkiw', 'William Kania', 'Benjamin Jeran McGinn', 'Jason Menz', 'Jackson Nunn', 'Joe Pawlenko', 'Jon Yu']","['Comedy', 'Drama', 'Romance']",['us'],"['en', 'es']",R,,"$4,092,465, 13 Apr 2008",,6.1,22031.0,11 Apr 2008 (USA),Smart People,Noam Murro,Mark Poirier,,Omar Amanat,Deborah Aquila,Miramax,Groundswell Productions,Nuno Bettencourt,Robert Frazen,Toby Irwin,Teresa Visinare,Lillian Awa,Grant Janssen,tt0858479,858479.0
100 Feet,96,"['Famke Janssen', 'Bobby Cannavale', 'Ed Westwick', 'Michael Paré', 'Patricia Charbonneau', 'John Fallon', 'Kevin Geer', 'Tibor Pálffy', 'Kembe Sorel', 'Evelyne Kandech', 'Ken Kelsch', 'Jonathan Sanger', 'Eric Walkuski']","['Horror', 'Mystery', 'Thriller']",['us'],['en'],R,10000000.0,,,5.5,11653.0,24 Jul 2008 (South Korea),100 Feet,Eric Red,Eric Red,,Sarah Black,Chris Bongirne,Grand Illusions Entertainment,Film Visions Funding,John Frizzell,Janice Hampton,Ken Kelsch,,Michelangelo Csaba Bolla,Jeffrey Benoit,tt0899128,899128.0
Revanche,121,"['Johannes Krisch', 'Irina Potapenko', 'Andreas Lust', 'Ursula Strauss', 'Johannes Thanheiser', 'Hanno Pöschl', 'Magdalena Kropiunig', 'Toni Slama', 'Elisabetha Pejcinoska', 'Aniko Bärkanyi', 'Annamaria Haytö', 'Nicoletta Prokes', 'Rainer Gradischnig', 'Haris Bilajbegovic', 'Aleksander Reljic-Bohigas', 'Michael-Joachim Heiss', 'Günther Laha', 'Max Schmiedl', 'Gerhard Liebmann Holzmann', 'Johannes Zeiler', 'Andreas Blauensteiner', 'Martin Aschauer', 'Sonja Lehninger', 'Peter Brunner', 'Thomas Radleff', 'Alexander Lhotzky', 'Doris Hindinger', 'Siegfried Auerböck', 'German Benedikt', 'Renate Suppan', 'Johann Wessner', 'Julia Schranz', 'Jana McKinnon', 'Peter Josch', 'Linde Prelog']","['Crime', 'Drama', 'Romance', 'Thriller']",['at'],"['de', 'ru']",Not Rated,,,,7.5,13107.0,16 May 2008 (Austria),Revanche,Götz Spielmann,Götz Spielmann,,Sandra Bohle,Thomas Feldkircher,Prisma Film,Spielmannfilm,,Karina Ressler,Martin Gschlacht,,Katharina Biró,,tt1173745,1173745.0
Assassination of a High School President,93,"['Mischa Barton', 'Reece Thompson', 'Bruce Willis', 'Michael Rapaport', 'Kathryn Morris', 'Melonie Diaz', 'Josh Pais', 'Luke Grimes', 'Patrick Taylor', 'Aaron Himelstein', 'Joe Perrino', 'John Magaro', 'Robin Lord Taylor', 'Vincent Piazza', 'Zoë Kravitz', 'Zachary Booth', 'Adam Pally', 'Tanya Fischer', 'Josh Caras', 'Zach Roerig', 'Ashley Springer', 'Emily Meade', 'Gabrielle Brennan', 'Jake Weary', 'Jessica Link', 'Laura Ford', 'Linsey Miller', 'Marc John Jefferies', 'Maria Elena Ramirez', 'Michael Zegen', 'Nick Blaemire', 'Quinn Shephard', 'Whitney Sprayberry', 'Zoe Weizenbaum', 'Tomas Deckaj', 'Effrem J. Adams', 'Cara AnnMarie', 'Angelina Aucello', 'Christine Bermudez', 'Andrew Bradley', 'Emily Brownell', 'Alana Cadiz', 'Gary Cherkassky', 'Casey Cipriani', 'Ryan Curtis', 'Elsbeth Denman', 'Momo Dione', 'John Farrer', 'Cassidy Gard', 'Katie Groves', 'Cassie Hansen', 'Janelle Henry', 'Jeanine Hill', 'Robert Malitsky', 'Ramy Mam', 'Ronnie McCoullough', 'Joel Ney', 'Chris Nuñez', 'Enrique Sebastian Rivas', 'Louis Rosario', 'Steven Rubinchik', 'Ben Skinner', 'Kathryn Wahl']","['Comedy', 'Crime', 'Mystery']",['us'],['en'],R,11500000.0,,,6.2,15174.0,08 Apr 2010 (Portugal),Assassination of a High School President,Brett Simon,Kevin Jakubowski,Tim Calpin,Brian Bell,Elsie Choi,Vertigo Entertainment,Yari Film Group,Daniele Luppi,William M. Anderson,M. David Mullen,Robert Covelman,Thomas Fatone,,tt1018818,1018818.0
The Longshots,94,"['Ice Cube', 'Keke Palmer', 'Tasha Smith', 'Jill Marie Jones', 'Dash Mihok', 'Matt Craven', 'Glenn Plummer', 'Garrett Morris', 'Miles Chandler', 'Malcolm Goodwin', 'Michael Colyar', 'Dean Delray', 'Earthquake', 'Hugo Perez', 'Sheran Goodspeed Keyton', 'Greg Dorchak', 'Kofi Siriboe', 'Alan Aisenberg', 'Shane Kaufman', 'Malcolm Phillips', 'Justin Dale', 'Chloe Bridges', 'Debby Ryan', 'Gerald Richardson', 'Wayne Dehart', 'Zhailon Levingston', ""Peyton 'Alex' Smith"", 'George Wilson', 'Vincent Laresca', 'Jim Flowers', 'Athena Hawkins', 'Zorianna Kit', 'Caleb Landry Jones', 'Ed Walsh', 'Gerry May', 'Maria Anita Howard', 'Sophia Ali', 'Katy Peppard', 'Jessica Fain', 'Dale Lee Ward Jr.', 'Amanda Bosley', 'Breanna Brooks', 'Crystal Brown-Tatum', 'Bruce Bryant', 'John Cramer', 'Jon Dainty', 'Eric Joshua Davis', 'Tavaris James Durell', 'Odessa Feaster', 'Ted Ferguson', 'Jamie Jones', 'Levi Patton', 'James Paul', 'Mark Robin Price', 'Alice Searcy', 'Johnny Wright']","['Biography', 'Comedy', 'Drama', 'Family', 'Sport']",['us'],['en'],PG,23000000.0,"$4,080,687, 22 Aug 2008",,5.3,3666.0,22 Aug 2008 (USA),The Longshots,Fred Durst,Nick Santora,,Matt Alvarez,Ice Cube,Cube Vision,Dimension Films,Teddy Castellucci,Jeffrey Wolf,Conrad W. Hall,Stephanie Ziemer,Thom Buckley,Ron Barr,tt1091751,1091751.0
Over Her Dead Body,95,"['Eva Longoria', 'Paul Rudd', 'Lake Bell', 'Jason Biggs', 'Lindsay Sloane', 'Stephen Root', 'William Morgan Sheppard', 'Wendi McLendon-Covey', 'Ali Hillis', 'Deborah Theaker', 'Natalia Safran', 'Andy Kreiss', 'Ben Livingston', 'Jack Conley', 'Kali Rocha', 'Colin Fickes', 'Armen Weitzman', 'Bru Muller', 'Richard Tillman', 'Freddy Andreiuci', 'Brooke Bloom', 'Edith Fields', 'Heather Mazur', 'Misha Collins', 'Patricia Belcher', 'Sam Pancake', 'Antonio D. Charity', 'Jeff Lowell']","['Comedy', 'Fantasy', 'Romance']",['us'],['en'],PG-13,10000000.0,"$4,025,115, 03 Feb 2008",,5.2,23250.0,01 Feb 2008 (UK),Over Her Dead Body,Jeff Lowell,Jeff Lowell,,Paul Brooks,Jeff Levine,Gold Circle Films,The Safran Company,David Kitay,Matt Friedman,John Bailey,Tara Stephenson,Heather I. Denton,Derry Frost,tt0785007,785007.0
Outpost,90,"['Ray Stevenson', 'Julian Wadham', 'Richard Brake', 'Paul Blair', 'Brett Fancy', 'Enoch Frost', 'Julian Rivett', 'Michael Smiley', 'Johnny Meres', 'Xuki Robeli', 'Mark Smith', 'Graeme Temple', 'Charlie Jeffrey', 'Fergus Johnston', 'Matt McClure', 'Leo Horsfield', 'Scott Peden']","['Action', 'Horror', 'Sci-Fi']",['gb'],['en'],R,,,,5.8,15675.0,11 Mar 2008 (USA),Outpost,Steve Barker,Rae Brunton,,Graham Begg,Jamie Carmichael,Black Camel Pictures,Regent Capital,James Seymour Brett,Chris Gill,Gavin Struthers,,Harry Boyd,Pavan Balagam,tt0892899,892899.0
The Other End of the Line,106,"['Jesse Metcalfe', 'Austin Basis', 'Larry Miller', 'Michael Chen', 'Nouva Monika Wahlgren', 'Sara Foster', 'Harry Key', 'Shriya Saran', 'Tara Sharma', 'Sushmita Mukherjee', 'Jai Thade', 'Kiran Juneja', 'Suhita Thatte', 'Anupam Kher', 'Avantika Akerkar', 'Neel Tolani', 'Sai Gundewar', 'Shivani Tanksale', 'Asheesh Kapur', 'Vandana Gupte', 'Shishir Sharma', 'Gita Soto', 'Anna Maria Pinna', 'Kanika Shivpuri', 'Polly Shroff', 'Devika Luniya', 'Worngam', 'Gagan Mudgal', 'Jay Weinstein', 'Garrett Griffin', 'Peter Farrel', 'Vineet Kapoor', 'Anju Jaitle', 'Mukesh Ahuja', 'Mona Punjabi', 'Mahabanoo Mody-Kotwal', 'Shaukat Baig', 'Anup Burte', 'Aaron Patrick Freeman', 'Christian Middelthon', 'Nina Bergman', 'Parvesh Cheena', 'Shaun Williams', 'Ali Fazal', 'Cathy Cavadini', 'Cabran E. Chamberlain', 'Annie Lore', 'Al Perez', 'Brian Vowell']","['Comedy', 'Drama', 'Romance']","['gb', 'us', 'in']","['en', 'hi', 'it']",PG-13,14000000.0,,,6.2,5556.0,12 Feb 2009 (Singapore),The Other End of the Line,James Dodson,Tracey Jackson,,Patrick Aiello,Ashok Amritraj,Metro-Goldwyn-Mayer (MGM),Hyde Park Entertainment,BC Smith,Ethan Maniquis,Harlan Bosmajian,Kalpa Dave,Gino Caputi,Shihlin Wu,tt1049405,1049405.0
The Alphabet Killer,98,"['Eliza Dushku', 'Cary Elwes', 'Timothy Hutton', 'Tom Malloy', 'Michael Ironside', 'Bill Moseley', 'Carl Lumbly', 'Brian Scannell', 'Larry Hankin', 'Jack McGee', 'Melissa Leo', 'Andrew Fiscella', 'Rocco Sisto', 'Tom Noonan', 'Frank Rossi', 'Meltem Cumbul', 'Kristina Jewell', 'Sarah Anderson', 'Shawn Michael', 'Bailey Garno', 'Peter Mancarella', 'Martin Donovan', 'Russell Terlecki', 'Cholanda Roberts', 'Cynthia Mace', 'Aaron Chaney', 'Manny Siverio', 'Hedy Williams', 'Pamela Sherman', 'Eric Cubitt', 'Eva Mancarella', 'Rob Schmidt', 'Arthur Brown', 'Tamara Farias', 'Wendy Mancerella', 'Nate Dushku', 'Renata Batista', 'Liz Cameron', 'Randy Carter', 'Joseph Giorgione', 'John Williams', 'Alan DeCarlo', 'Michael Beinetti', 'Glenn Argenti', 'Michael Ciesla', 'Tony Delgrosso', 'Farris Ellington', 'John A. Locke', 'Laura McDavid', 'Steven K. Mojsovski', 'Claire Simpson', 'Nicholas Sprague', 'Jason Torres']","['Crime', 'Mystery', 'Thriller']",['us'],['en'],R,2000000.0,"$11,000, 09 Nov 2008",,5.2,7621.0,10 Dec 2009 (Kuwait),The Alphabet Killer,Rob Schmidt,Tom Malloy,,Brandon Baker,Mark Andrew Clark,Intrinsic Value Films,New Films International,Eric Perlmutter,Frank Reynolds,Joe DeSalvo,Brian Rzepka,Dylan Hopkins,Megan A. Ballantyne,tt0818165,818165.0
Surveillance,97,"['Caroline Aaron', 'Hugh Dillon', 'David Gane', 'Gill Gayle', 'Kent Harper', 'Michael Ironside', 'Pell James', 'Daryl Haney', 'Shannon Jardine', 'Angela Lamarsh', 'Gerald Lenton-Young', 'Jennifer Miles', 'Mac Miller', 'Charlie Newmark', 'Julia Ormond', 'Cheri Oteri', 'Bill Pullman', 'Ryan Simpkins', 'Anita Smith', 'French Stewart', 'Josh Strait', 'Kent Nolan', 'Kyle Briere']","['Crime', 'Drama', 'Mystery', 'Thriller']","['us', 'de', 'ca']",['en'],R,3500000.0,"$4,590, 28 Jun 2009",,6.3,16335.0,17 Jul 2008 (Portugal),Surveillance,Jennifer Lynch,Kent Harper,,Rhonda Baker,Gill Gayle,Lago Film,See Film,Todd Bryanton,Daryl K. Davis,Peter Wunstorf,Andrea Spakowski,Kenny Chaplin,,tt0409345,409345.0
Jin ping mei,93,"['Hikaru Wakana', 'Kaera Uehara', 'Serina Hayakawa', 'Yui Morikawa', 'Winnie Leung', 'Wai Kin Lam', 'Sammuel Leung', 'Kon Chung Tam', 'Norman Chu', 'Frankie Chi-Hung Ng']","['Comedy', 'Drama']","['hk', 'jp']",['yue'],,,,,5.1,543.0,19 Sep 2008 (Hong Kong),Jin ping mei,Man Kei Chin,,,Paul Cheng,Man Kei Chin,My Way Film Company,Universal Media & Entertainment Group,Lincoln Lo,Hung Poon,Ross W. Clarkson,,,,tt1354553,1354553.0
Beautiful Loser,94,"['Adam Lamberg', 'Laura Breckenridge', 'Lenny von Dohlen', 'Keith David', 'Caitlyn Folley', 'Eddie Velez', 'Blair Wingo', 'Edwin Hodge', 'Cynthia Gibb', 'Giancarlo Carmona', 'Mark Sivertsen', 'Paul Bass', 'Scott Carnwath', 'Jack Coleman', 'Taylor Dayne', 'Kelly Donohue', 'Deborah Foreman', 'Harry Groener', 'Heléna Guenzel', 'Frances Emma Jenkins', 'William Katt', 'Andrea Kelley', 'Lynne Langdon', 'Braeden Lemasters', 'Clint Moseley', 'Samantha Nolte', 'Izabella Passero', 'Lilli Passero', 'Richard John Reliford', 'Maury Rogow', 'C.J. Sanders', 'John Schneider', 'Billy L. Sullivan', 'Trevor Trout', 'Cynda Williams', 'Dave Andrews', 'Ian Clay', 'Trevor Coppola', 'Christine Q. Nguyen', 'Idi Salsamendi']","['Comedy', 'Drama']",['us'],['en'],Not Rated,,,,6.9,178.0,2008 (USA),Beautiful Loser,John Nolte,John Nolte,,Carole Beams,Scott Hyman,Sneak Preview Entertainment,,James Covell,Zack Arnold,Mike Testin,Gregorio Mannino,René Márquez,,tt0756621,756621.0
Boot Camp,99,"['Mila Kunis', 'Gregory Smith', 'Peter Stormare', 'Regine Nehy', 'Alejandro Rae', 'Christopher Jacot', 'Tygh Runyan', 'Matthew Smalley', 'Colleen Rennison', 'Barbara Gates Wilson', 'Christianne Hirt', 'Lexie Huber', 'Serge Houde', 'Cris Nannarone', 'Joe Norman Shaw', 'Belinda Metz', 'Pete Seadon', 'Mike Leisen', 'Tyrone Karius', 'Anna Tofinga', 'David Haysom', 'Elsie Braise', 'Sarah Lind', 'Mark Holmes', 'Grace Bauer', 'Marty Antonini', 'Paula Dakun', 'Lawrence Larsen', 'Peter Skagen', 'Carrie Schiffler', 'Tom Eirikson', 'Jackie Ruhl']","['Crime', 'Drama', 'Thriller']","['ca', 'us']",['en'],Not Rated,14000000.0,,,5.9,8210.0,08 May 2008 (Kuwait),Boot Camp,Christian Duguay,Agatha Dominik,John Cox,Christopher J. Danton,Christian Duguay,CD Films,Edgey Productions,Normand Corbeil,Sylvain Lebel,Christian Duguay,Celine Godberson,Brad Campbell,Geneviève Duffault,tt0870204,870204.0
Incendiary,96,"['Michelle Williams', 'Ewan McGregor', 'Matthew Macfadyen', 'Nicholas Gleaves', 'Sidney Johnston', 'Usman Khokhar', 'Sasha Behar', 'Ed Hughes', 'Alibe Parsons', 'Stewart Wright', 'Al Ashton', 'Benjamin Wilkin', 'Robin Berry', 'Mercy Ojelade', 'Joe Marshall', 'Nicholas Courtney', 'Jonathan Andrews', 'Monty Fromant', 'Victoria Alcock', 'Toby Hales', 'Emil Elhaji', 'Alan Parry', 'Jeremy Thompson', 'Kay Burley', 'Ehti Aslam', 'Greg Bennett', 'Paul Blackwell', 'Gavin Brocker', 'Chris Ellis', 'Chris Mansfield', 'Ricci McLeod', 'Terry McShane', 'Mial Pagan', 'Enzo Squillino Jr.', 'Satu Suominen', 'Michael Thompson', 'Tola', 'Chris Wilson', 'Simon Wilson', 'Simon John Wilson']","['Drama', 'Romance', 'Thriller']",['gb'],['en'],R,10000000.0,,,5.8,8118.0,24 Oct 2008 (UK),Incendiary,Sharon Maguire,Chris Cleave,,Maurice Allen,Mark Brooke,Aramid Entertainment Fund,Archer Street Productions,Barrington Pheloung,Valerio Bonelli,Ben Davis,Gemma Ryan,Paul Bennett,Rob Andrews,tt0984200,984200.0
Red,93,"['Brian Cox', 'Noel Fisher', 'Kyle Gallner', 'Shiloh Fernandez', 'Kim Dickens', 'Marcia Bennett', 'Richard Riehle', 'Tom Sizemore', 'Ashley Laurence', 'Robert Englund', 'Amanda Plummer', 'Keith Buterbaugh', 'Jack Ketchum', 'Delaney Williams', 'Tate Ellington', 'Greg Stuhr', 'John-Luke Montias', 'Katie Piel', 'Lauren Birkell', 'Kacee DeMasi', 'Tom Gambrill', 'Jesse Hlubik', 'Orion McCabe', 'Ivana Shein', 'John Smith']","['Drama', 'Thriller']",['us'],['en'],R,2500000.0,"$3,176, 10 Aug 2008",,7.0,9824.0,,Red,Trygve Allister Diesen,Stephen Susco,,Gina Amador,Steve Blair,Billy Goat Pictures,Tenk,Søren Hyldgaard,Jon Endre Mørk,Harald Gunnar Paalgard,E. Parker Webb,Alisa Fredericks,,tt0972883,972883.0
Come Together,93,"['Jaimie Beebe', 'Vanessa Gomez', 'Cooney Horvath', 'Jen Kim', 'Spencer Ryan', 'David Stamps', 'Mark Strano', 'Marisa Sullivan', 'Charles B. Unger']","['Comedy', 'Drama']",['us'],['en'],Not Rated,200000.0,,,2.8,226.0,2008 (USA),Come Together,Charles B. Unger,Charles B. Unger,,Richard Soriano,Charles B. Unger,Unger Films,,Frank Handy,Dena Berillon,Eric Billman,,Steven Scott,Dena Berillon,tt1160907,1160907.0
Death in Love,97,"['Josh Lucas', 'Jacqueline Bisset', 'Lukas Haas', 'Morena Baccarin', 'Betty Gilpin', 'Emma Bell', 'Vanessa Kai', 'Carrington Vilmont', 'Jean Brassard', 'Adam Brody', 'Stu Richel', 'Matt Walton', 'Jake Houston', 'Nicholas Sireci', 'Kelli Giddish', 'Joe Forbrich', 'Ron Megown', 'Seth Fisher', 'Jamie Hurley', 'Ravenna Fahey', 'Jeffrey K. Miller', 'Lars Gerhard', 'Kathleen Doyle', 'Francis Dumaurier', 'Pascale Faye', 'Jeanne Omlor', 'Laura Holloway', 'Grace Nassar', 'Abigail Kuklis', 'Fabrizia Dal Farra', 'Nick Latrenta', 'Jacqueline Margolis', 'Jena Mroz', 'Elizabeth Newman', 'Rich Odell']","['Drama', 'Romance', 'War']",['us'],"['en', 'de', 'fr']",R,3000000.0,,,4.8,971.0,17 Jul 2009 (USA),Death in Love,Boaz Yakin,Boaz Yakin,,Alma Har'el,Kathleen Heffernan,DI Love,,Lesley Barber,John F. Lyons,Frederik Jacobi,Jade Healy,Ethan Anderson,Mark Wilhelm,tt1079980,1079980.0
Possession,85,"['Sarah Michelle Gellar', 'Lee Pace', 'Michael Landes', 'Tuva Novotny', 'Chelah Horsdal', 'Dhirendra', 'Paul Jarrett', 'William B. Davis', 'Veena Sood', 'Peter Bryant', 'Jörgen Sandell', 'Donna Yamamoto', 'Suzanne Bastien', 'Mark Louie', 'Michael Jonsson', 'Mike Wasko', 'Nancy Bell', 'Roger Allford', 'Jan Bos', 'Steve Archer', 'David Lewis', 'Angela Moore', 'Drew Scott']","['Drama', 'Horror', 'Mystery', 'Thriller']",['us'],['en'],PG-13::(No. 43895),,,,5.6,6914.0,16 Jul 2009 (Portugal),Possession,Joel Bergvall,Michael Petroni,,Alexander Yves Brunner,Doug Davison,Yari Film Group (YFG),Addicted Productions,Andreas Alfredsson,Robb Sullivan,Gregory Middleton,Tedd Kuchera,Karin Behrenz,R. Edward Black,tt0368563,368563.0
100 Feet,96,"['Famke Janssen', 'Bobby Cannavale', 'Ed Westwick', 'Michael Paré', 'Patricia Charbonneau', 'John Fallon', 'Kevin Geer', 'Tibor Pálffy', 'Kembe Sorel', 'Evelyne Kandech', 'Ken Kelsch', 'Jonathan Sanger', 'Eric Walkuski']","['Horror', 'Mystery', 'Thriller']",['us'],['en'],R,10000000.0,,,5.5,11653.0,24 Jul 2008 (South Korea),100 Feet,Eric Red,Eric Red,,Sarah Black,Chris Bongirne,Grand Illusions Entertainment,Film Visions Funding,John Frizzell,Janice Hampton,Ken Kelsch,,Michelangelo Csaba Bolla,Jeffrey Benoit,tt0899128,899128.0
Revanche,121,"['Johannes Krisch', 'Irina Potapenko', 'Andreas Lust', 'Ursula Strauss', 'Johannes Thanheiser', 'Hanno Pöschl', 'Magdalena Kropiunig', 'Toni Slama', 'Elisabetha Pejcinoska', 'Aniko Bärkanyi', 'Annamaria Haytö', 'Nicoletta Prokes', 'Rainer Gradischnig', 'Haris Bilajbegovic', 'Aleksander Reljic-Bohigas', 'Michael-Joachim Heiss', 'Günther Laha', 'Max Schmiedl', 'Gerhard Liebmann Holzmann', 'Johannes Zeiler', 'Andreas Blauensteiner', 'Martin Aschauer', 'Sonja Lehninger', 'Peter Brunner', 'Thomas Radleff', 'Alexander Lhotzky', 'Doris Hindinger', 'Siegfried Auerböck', 'German Benedikt', 'Renate Suppan', 'Johann Wessner', 'Julia Schranz', 'Jana McKinnon', 'Peter Josch', 'Linde Prelog']","['Crime', 'Drama', 'Romance', 'Thriller']",['at'],"['de', 'ru']",Not Rated,,,,7.5,13107.0,16 May 2008 (Austria),Revanche,Götz Spielmann,Götz Spielmann,,Sandra Bohle,Thomas Feldkircher,Prisma Film,Spielmannfilm,,Karina Ressler,Martin Gschlacht,,Katharina Biró,,tt1173745,1173745.0
Assassination of a High School President,93,"['Mischa Barton', 'Reece Thompson', 'Bruce Willis', 'Michael Rapaport', 'Kathryn Morris', 'Melonie Diaz', 'Josh Pais', 'Luke Grimes', 'Patrick Taylor', 'Aaron Himelstein', 'Joe Perrino', 'John Magaro', 'Robin Lord Taylor', 'Vincent Piazza', 'Zoë Kravitz', 'Zachary Booth', 'Adam Pally', 'Tanya Fischer', 'Josh Caras', 'Zach Roerig', 'Ashley Springer', 'Emily Meade', 'Gabrielle Brennan', 'Jake Weary', 'Jessica Link', 'Laura Ford', 'Linsey Miller', 'Marc John Jefferies', 'Maria Elena Ramirez', 'Michael Zegen', 'Nick Blaemire', 'Quinn Shephard', 'Whitney Sprayberry', 'Zoe Weizenbaum', 'Tomas Deckaj', 'Effrem J. Adams', 'Cara AnnMarie', 'Angelina Aucello', 'Christine Bermudez', 'Andrew Bradley', 'Emily Brownell', 'Alana Cadiz', 'Gary Cherkassky', 'Casey Cipriani', 'Ryan Curtis', 'Elsbeth Denman', 'Momo Dione', 'John Farrer', 'Cassidy Gard', 'Katie Groves', 'Cassie Hansen', 'Janelle Henry', 'Jeanine Hill', 'Robert Malitsky', 'Ramy Mam', 'Ronnie McCoullough', 'Joel Ney', 'Chris Nuñez', 'Enrique Sebastian Rivas', 'Louis Rosario', 'Steven Rubinchik', 'Ben Skinner', 'Kathryn Wahl']","['Comedy', 'Crime', 'Mystery']",['us'],['en'],R,11500000.0,,,6.2,15174.0,08 Apr 2010 (Portugal),Assassination of a High School President,Brett Simon,Kevin Jakubowski,Tim Calpin,Brian Bell,Elsie Choi,Vertigo Entertainment,Yari Film Group,Daniele Luppi,William M. Anderson,M. David Mullen,Robert Covelman,Thomas Fatone,,tt1018818,1018818.0
